car_id,problem_category
272261,ENGINE
37447,POWER TRAIN
180807,ENGINE
108814,STEERING
158800,ENGINE
80108,ENGINE AND ENGINE COOLING
201263,FUEL SYSTEM
51566,ELECTRICAL SYSTEM
257952,TIRES
195951,SERVICE BRAKES
155586,WHEELS
104736,FORWARD COLLISION AVOIDANCE
149340,ELECTRICAL SYSTEM
53690,ENGINE
49827,FORWARD COLLISION AVOIDANCE
81748,EQUIPMENT
121480,ENGINE AND ENGINE COOLING
77068,LATCHES/LOCKS/LINKAGES
2865,VISIBILITY
49417,ELECTRICAL SYSTEM
50651,FUEL SYSTEM
13343,ENGINE
138558,POWER TRAIN
44870,EXTERIOR LIGHTING
160168,POWER TRAIN
188008,STRUCTURE
194830,ENGINE
239042,TIRES
186098,ENGINE
67242,POWER TRAIN
286750,ENGINE
48446,ENGINE
142174,SERVICE BRAKES
111292,ENGINE
43628,EXTERIOR LIGHTING
171291,ELECTRICAL SYSTEM
175192,VISIBILITY
190826,SERVICE BRAKES
130222,FUEL SYSTEM
297024,ENGINE
44827,STRUCTURE
112265,ELECTRICAL SYSTEM
106034,POWER TRAIN
42224,ELECTRICAL SYSTEM
108883,ELECTRICAL SYSTEM
139431,STRUCTURE
275540,POWER TRAIN
75307,POWER TRAIN
136126,POWER TRAIN
218378,FORWARD COLLISION AVOIDANCE
141418,POWER TRAIN
100691,ELECTRICAL SYSTEM
250679,SERVICE BRAKES
207609,ENGINE
218315,POWER TRAIN
151808,ELECTRICAL SYSTEM
22911,ENGINE
276037,POWER TRAIN
131771,STEERING
140847,LATCHES/LOCKS/LINKAGES
173022,STRUCTURE
67966,ELECTRICAL SYSTEM
13568,SERVICE BRAKES
15287,FUEL/PROPULSION SYSTEM
221189,ENGINE
147571,ELECTRICAL SYSTEM
71530,ELECTRICAL SYSTEM
223960,FUEL/PROPULSION SYSTEM
41794,FUEL/PROPULSION SYSTEM
209642,FUEL/PROPULSION SYSTEM
200428,POWER TRAIN
246858,ELECTRICAL SYSTEM
295973,STRUCTURE
106207,POWER TRAIN
7676,ENGINE
248808,ELECTRICAL SYSTEM
75252,SUSPENSION
18526,POWER TRAIN
213429,LANE DEPARTURE
190480,STEERING
54134,ENGINE AND ENGINE COOLING
126518,VEHICLE SPEED CONTROL
177808,ENGINE
74493,LANE DEPARTURE
292952,POWER TRAIN
202035,AIR BAGS
129189,ENGINE
174316,FUEL SYSTEM
281820,VISIBILITY
150493,ENGINE
199167,STEERING
244612,POWER TRAIN
235022,POWER TRAIN
289231,STEERING
26469,FORWARD COLLISION AVOIDANCE
225624,POWER TRAIN
9542,ENGINE
7984,POWER TRAIN
188434,ENGINE
237063,ENGINE
287983,VISIBILITY
204880,ENGINE
246434,FUEL SYSTEM
26064,ENGINE
280062,STRUCTURE
251213,AIR BAGS
171173,SERVICE BRAKES
156782,LATCHES/LOCKS/LINKAGES
190102,VISIBILITY
143071,EXTERIOR LIGHTING
265488,ENGINE
194886,SUSPENSION
77272,BACK OVER PREVENTION
191200,ELECTRICAL SYSTEM
66138,FORWARD COLLISION AVOIDANCE
284479,VISIBILITY
31930,FUEL SYSTEM
28165,STRUCTURE
138838,ELECTRICAL SYSTEM
28531,VISIBILITY
38069,VISIBILITY/WIPER
282527,TIRES
299098,STRUCTURE
86298,VEHICLE SPEED CONTROL
257608,ENGINE
246860,VISIBILITY
259218,ENGINE
87481,ENGINE
274844,ENGINE
39388,EQUIPMENT
159515,ENGINE
214734,POWER TRAIN
93452,FORWARD COLLISION AVOIDANCE
235338,EQUIPMENT
91930,EQUIPMENT
296908,STEERING
216853,VEHICLE SPEED CONTROL
101873,BACK OVER PREVENTION
72735,FUEL/PROPULSION SYSTEM
42391,FUEL SYSTEM
103033,ENGINE
140171,STEERING
166326,ENGINE
236470,ELECTRICAL SYSTEM
14230,FORWARD COLLISION AVOIDANCE
125073,STEERING
39275,EXTERIOR LIGHTING
37622,ENGINE
212654,POWER TRAIN
165728,ENGINE
223916,AIR BAGS
252335,SERVICE BRAKES
59808,STEERING
145002,VISIBILITY
280445,ELECTRICAL SYSTEM
25868,POWER TRAIN
180152,POWER TRAIN
226809,FORWARD COLLISION AVOIDANCE
295355,POWER TRAIN
43635,ELECTRICAL SYSTEM
276915,SERVICE BRAKES
197274,VEHICLE SPEED CONTROL
32767,VISIBILITY
117797,ENGINE
121871,ENGINE
290143,ENGINE
205871,LATCHES/LOCKS/LINKAGES
24948,AIR BAGS
152581,POWER TRAIN
120663,ENGINE
196363,EXTERIOR LIGHTING
66163,ENGINE
110429,EXTERIOR LIGHTING
130658,POWER TRAIN
14783,ENGINE
278611,STEERING
72092,STEERING
274059,ENGINE AND ENGINE COOLING
292571,ELECTRICAL SYSTEM
73995,ENGINE
251853,POWER TRAIN
271968,STRUCTURE
200352,AIR BAGS
114260,ENGINE
29,VISIBILITY
125490,VEHICLE SPEED CONTROL
105765,VISIBILITY/WIPER
65881,AIR BAGS
258651,ENGINE
108015,AIR BAGS
139793,SERVICE BRAKES
78299,ENGINE AND ENGINE COOLING
290020,AIR BAGS
31486,SERVICE BRAKES
261750,POWER TRAIN
117736,FORWARD COLLISION AVOIDANCE
9544,ELECTRICAL SYSTEM
274732,SEATS
90669,POWER TRAIN
22538,ENGINE AND ENGINE COOLING
108396,ENGINE
243006,STEERING
16769,FORWARD COLLISION AVOIDANCE
277651,STEERING
132205,ELECTRICAL SYSTEM
199083,ELECTRICAL SYSTEM
155393,AIR BAGS
232810,ENGINE
245201,ELECTRICAL SYSTEM
21428,POWER TRAIN
36013,ENGINE
247899,STEERING
179023,SERVICE BRAKES
53075,STEERING
284921,STRUCTURE
15163,LATCHES/LOCKS/LINKAGES
231900,LATCHES/LOCKS/LINKAGES
220240,ENGINE
156513,ENGINE
195814,STRUCTURE
18064,ENGINE
158615,ELECTRICAL SYSTEM
162887,VISIBILITY/WIPER
240671,ENGINE
271314,ELECTRICAL SYSTEM
24388,STEERING
53042,VEHICLE SPEED CONTROL
68643,VISIBILITY
210246,FUEL SYSTEM
77686,FUEL SYSTEM
273149,STRUCTURE
146188,POWER TRAIN
185511,ELECTRICAL SYSTEM
117583,POWER TRAIN
246684,ELECTRICAL SYSTEM
246761,WHEELS
289358,ENGINE
26739,SERVICE BRAKES
233927,ENGINE
132128,AIR BAGS
34633,STRUCTURE
259635,LATCHES/LOCKS/LINKAGES
214293,AIR BAGS
54602,FUEL SYSTEM
297473,EQUIPMENT
145132,ENGINE
224739,VEHICLE SPEED CONTROL
91037,ELECTRICAL SYSTEM
2690,ENGINE
255147,ENGINE
171635,VEHICLE SPEED CONTROL
59128,ELECTRICAL SYSTEM
296978,POWER TRAIN
47248,ENGINE AND ENGINE COOLING
183334,TIRES
177114,STEERING
79875,VISIBILITY
133480,ENGINE
28585,ENGINE
230754,EXTERIOR LIGHTING
59284,ELECTRICAL SYSTEM
170010,SERVICE BRAKES
9719,AIR BAGS
40587,ENGINE
153536,ENGINE AND ENGINE COOLING
207503,STEERING
190575,AIR BAGS
229567,FUEL SYSTEM
194241,SERVICE BRAKES
85868,ELECTRICAL SYSTEM
214668,SERVICE BRAKES
93781,LATCHES/LOCKS/LINKAGES
21995,ENGINE
263143,AIR BAGS
154843,ELECTRICAL SYSTEM
111748,SERVICE BRAKES
63391,EXTERIOR LIGHTING
50591,ENGINE
102756,ENGINE
281016,POWER TRAIN
280323,VEHICLE SPEED CONTROL
200382,VISIBILITY
89345,ENGINE AND ENGINE COOLING
143460,ENGINE
262024,ELECTRICAL SYSTEM
76361,ENGINE
172596,FORWARD COLLISION AVOIDANCE
257294,STRUCTURE
108649,POWER TRAIN
161592,AIR BAGS
287829,AIR BAGS
38460,POWER TRAIN
243314,STRUCTURE
42805,ENGINE
68095,ENGINE
187621,ENGINE AND ENGINE COOLING
218635,VISIBILITY
268990,STEERING
201524,POWER TRAIN
259394,POWER TRAIN
294917,POWER TRAIN
109967,VISIBILITY
153356,SERVICE BRAKES
10478,ELECTRICAL SYSTEM
29437,STEERING
130368,POWER TRAIN
297232,ENGINE
288814,SEAT BELTS
251,ENGINE
59086,SERVICE BRAKES
198053,EQUIPMENT
204599,ENGINE
5037,FUEL SYSTEM
124319,VEHICLE SPEED CONTROL
67028,ENGINE
169127,FORWARD COLLISION AVOIDANCE
197668,SERVICE BRAKES
285858,FUEL/PROPULSION SYSTEM
142004,ENGINE
206610,ELECTRICAL SYSTEM
201390,FORWARD COLLISION AVOIDANCE
202349,ELECTRICAL SYSTEM
19308,VISIBILITY
245267,ENGINE AND ENGINE COOLING
194377,ENGINE
194695,ELECTRICAL SYSTEM
120514,EQUIPMENT
12827,SERVICE BRAKES
88628,STEERING
175449,BACK OVER PREVENTION
15420,ENGINE
224599,VEHICLE SPEED CONTROL
149325,VEHICLE SPEED CONTROL
73037,TIRES
228457,ELECTRICAL SYSTEM
46846,FORWARD COLLISION AVOIDANCE
162334,POWER TRAIN
279025,SERVICE BRAKES
115564,TIRES
19729,FUEL/PROPULSION SYSTEM
212394,STEERING
119691,FUEL SYSTEM
155950,ELECTRICAL SYSTEM
225402,POWER TRAIN
68458,SEATS
47699,STEERING
249987,FUEL/PROPULSION SYSTEM
22258,ENGINE
225189,TIRES
173794,ENGINE
66231,SEATS
19952,ENGINE
267220,VEHICLE SPEED CONTROL
248735,ELECTRICAL SYSTEM
68363,SERVICE BRAKES
149465,POWER TRAIN
73232,VISIBILITY/WIPER
231203,STRUCTURE
19877,FORWARD COLLISION AVOIDANCE
154965,STEERING
198863,ELECTRICAL SYSTEM
46450,FORWARD COLLISION AVOIDANCE
181555,VISIBILITY
101410,ELECTRICAL SYSTEM
58070,ELECTRICAL SYSTEM
235210,STRUCTURE
179430,STEERING
143819,LATCHES/LOCKS/LINKAGES
152377,ENGINE
36057,POWER TRAIN
88099,FUEL/PROPUISION SYSTEM
72631,POWER TRAIN
53023,SERVICE BRAKES
45146,FORWARD COLLISION AVOIDANCE
120372,ENGINE
82416,ELECTRICAL SYSTEM
12485,EXTERIOR LIGHTING
113361,VISIBILITY/WIPER
54551,POWER TRAIN
30631,POWER TRAIN
158387,ENGINE
277140,ELECTRICAL SYSTEM
120020,ELECTRICAL SYSTEM
176388,ELECTRICAL SYSTEM
209806,SERVICE BRAKES
87786,FORWARD COLLISION AVOIDANCE
233960,SERVICE BRAKES
270753,SERVICE BRAKES
100320,SERVICE BRAKES
15101,STEERING
82251,ENGINE
286133,ENGINE
246274,STEERING
179930,FUEL/PROPULSION SYSTEM
191742,STEERING
2963,ELECTRICAL SYSTEM
175172,ENGINE
54374,FUEL/PROPULSION SYSTEM
85596,ELECTRICAL SYSTEM
162225,STRUCTURE
122764,ENGINE
74148,ENGINE
220327,POWER TRAIN
239488,ELECTRICAL SYSTEM
197749,ENGINE
140334,VEHICLE SPEED CONTROL
270283,ENGINE
175167,VISIBILITY
47584,STEERING
230174,VEHICLE SPEED CONTROL
102929,ENGINE
131767,VISIBILITY
212233,ENGINE
133638,ENGINE AND ENGINE COOLING
70568,ELECTRICAL SYSTEM
187101,VISIBILITY
236072,STRUCTURE
73480,AIR BAGS
166131,STEERING
243500,FUEL/PROPULSION SYSTEM
107607,ELECTRICAL SYSTEM
31314,POWER TRAIN
66191,ENGINE AND ENGINE COOLING
133622,POWER TRAIN
124870,FUEL/PROPULSION SYSTEM
286774,VISIBILITY
165177,ENGINE
251061,ENGINE
226690,ELECTRICAL SYSTEM
177536,ENGINE
44524,FORWARD COLLISION AVOIDANCE
262935,ENGINE
193990,TIRES
152705,POWER TRAIN
171982,POWER TRAIN
50720,STEERING
217978,STEERING
100212,ELECTRICAL SYSTEM
147705,ENGINE
194046,STRUCTURE
37004,SUSPENSION
275689,VEHICLE SPEED CONTROL
32184,LANE DEPARTURE
151079,POWER TRAIN
101699,FORWARD COLLISION AVOIDANCE
43302,STEERING
134785,STEERING
175219,FUEL SYSTEM
187235,ENGINE
53725,BACK OVER PREVENTION
211872,STRUCTURE
124010,ENGINE
280147,SERVICE BRAKES
24341,SERVICE BRAKES
19256,SERVICE BRAKES
252199,SERVICE BRAKES
111335,BACK OVER PREVENTION
65019,STEERING
15791,POWER TRAIN
195871,EXTERIOR LIGHTING
115940,SEATS
18724,STEERING
138444,STRUCTURE
114679,STEERING
54242,FUEL/PROPULSION SYSTEM
6873,POWER TRAIN
25898,POWER TRAIN
179308,POWER TRAIN
115867,ELECTRICAL SYSTEM
91556,FUEL/PROPULSION SYSTEM
260022,ELECTRICAL SYSTEM
246560,ENGINE
5444,AIR BAGS
11573,ENGINE
58224,POWER TRAIN
169654,VISIBILITY
69447,STEERING
51213,VISIBILITY/WIPER
53394,STEERING
197368,POWER TRAIN
136089,ENGINE
36203,TIRES
66706,ENGINE
11767,AIR BAGS
263248,ENGINE
44257,ENGINE AND ENGINE COOLING
11417,ENGINE
158179,SERVICE BRAKES
8773,POWER TRAIN
231022,ENGINE
154193,ELECTRICAL SYSTEM
213190,POWER TRAIN
253500,SERVICE BRAKES
99278,ENGINE
14727,FUEL SYSTEM
262306,ENGINE
31543,VEHICLE SPEED CONTROL
76860,ENGINE
44411,ELECTRICAL SYSTEM
42404,POWER TRAIN
134397,VEHICLE SPEED CONTROL
135743,POWER TRAIN
12924,BACK OVER PREVENTION
162058,FUEL/PROPULSION SYSTEM
51737,VEHICLE SPEED CONTROL
48023,ENGINE
47675,ELECTRICAL SYSTEM
34302,POWER TRAIN
227272,FUEL/PROPULSION SYSTEM
33244,POWER TRAIN
229740,ENGINE
246443,ENGINE
257871,POWER TRAIN
90114,VISIBILITY
155595,SERVICE BRAKES
88571,SERVICE BRAKES
15884,EXTERIOR LIGHTING
120861,VISIBILITY
19452,POWER TRAIN
239525,POWER TRAIN
152884,STRUCTURE
42880,VISIBILITY
73556,ENGINE AND ENGINE COOLING
254493,STEERING
102353,VISIBILITY
268055,FUEL SYSTEM
84354,STEERING
80506,AIR BAGS
50666,FORWARD COLLISION AVOIDANCE
186193,VEHICLE SPEED CONTROL
170561,ENGINE
156009,WHEELS
49829,SEAT BELTS
206790,SERVICE BRAKES
122878,ENGINE
15242,ENGINE
76105,ENGINE
139731,STEERING
180226,ELECTRICAL SYSTEM
138927,ELECTRICAL SYSTEM
83595,ENGINE
205406,ENGINE
89795,ELECTRICAL SYSTEM
76998,SEAT BELTS
38256,VEHICLE SPEED CONTROL
141206,ENGINE
266987,ELECTRICAL SYSTEM
276931,ENGINE
33741,SERVICE BRAKES
180088,FORWARD COLLISION AVOIDANCE
66975,ENGINE
252010,AIR BAGS
91487,POWER TRAIN
51283,POWER TRAIN
69519,ENGINE
101357,POWER TRAIN
53417,ENGINE
44903,POWER TRAIN
250601,EXTERIOR LIGHTING
34385,ENGINE
292884,ELECTRICAL SYSTEM
134670,SERVICE BRAKES
220284,POWER TRAIN
99294,ENGINE AND ENGINE COOLING
140798,ELECTRICAL SYSTEM
34586,ENGINE
270373,AIR BAGS
9297,ENGINE
94665,AIR BAGS
25688,ENGINE
8956,ENGINE
70179,LATCHES/LOCKS/LINKAGES
11992,STEERING
176556,POWER TRAIN
270152,POWER TRAIN
120987,POWER TRAIN
48783,ENGINE
122383,VISIBILITY
230620,STEERING
162098,ENGINE
176414,POWER TRAIN
206904,POWER TRAIN
115488,ENGINE
107876,STRUCTURE
50791,EXTERIOR LIGHTING
194107,POWER TRAIN
4483,EXTERIOR LIGHTING
154415,SUSPENSION
86959,POWER TRAIN
41505,VEHICLE SPEED CONTROL
222054,SERVICE BRAKES
295159,VISIBILITY/WIPER
176057,SEAT BELTS
87724,FUEL/PROPULSION SYSTEM
212491,FORWARD COLLISION AVOIDANCE
219319,POWER TRAIN
154853,SERVICE BRAKES
22715,ENGINE
269371,POWER TRAIN
25756,AIR BAGS
291899,ENGINE
167337,ENGINE
88915,ENGINE
184552,SERVICE BRAKES
210291,STEERING
159393,ELECTRICAL SYSTEM
106215,ELECTRICAL SYSTEM
164038,VISIBILITY
7026,SERVICE BRAKES
182374,STEERING
18462,ENGINE
111138,FUEL/PROPULSION SYSTEM
154532,FUEL SYSTEM
9581,SERVICE BRAKES
6887,ENGINE
78178,VISIBILITY
225616,POWER TRAIN
229663,VISIBILITY
46914,POWER TRAIN
260293,VISIBILITY
93993,SERVICE BRAKES
263201,POWER TRAIN
110356,SERVICE BRAKES
277447,POWER TRAIN
221399,AIR BAGS
207670,STRUCTURE
129059,FORWARD COLLISION AVOIDANCE
123742,STEERING
194204,STEERING
240918,VISIBILITY/WIPER
229256,ENGINE
37559,STRUCTURE
78003,POWER TRAIN
22594,EXTERIOR LIGHTING
70250,STEERING
270586,POWER TRAIN
5568,EXTERIOR LIGHTING
173273,FUEL SYSTEM
63896,ENGINE
113403,ENGINE
66749,EQUIPMENT
298189,ENGINE AND ENGINE COOLING
189572,STRUCTURE
18593,FUEL/PROPULSION SYSTEM
192081,ENGINE
217234,VISIBILITY
120720,VISIBILITY/WIPER
209523,ENGINE
289272,SERVICE BRAKES
249971,ENGINE
68998,SERVICE BRAKES
215279,ENGINE
39821,STRUCTURE
168836,ENGINE
100153,STRUCTURE
62157,ENGINE
73789,EXTERIOR LIGHTING
268480,EXTERIOR LIGHTING
156018,SERVICE BRAKES
136378,ENGINE
77713,STRUCTURE
226977,POWER TRAIN
163514,ENGINE
8361,EXTERIOR LIGHTING
162474,ENGINE
242421,STEERING
52295,EXTERIOR LIGHTING
105114,POWER TRAIN
83902,POWER TRAIN
193484,ENGINE
23249,SERVICE BRAKES
98153,VEHICLE SPEED CONTROL
226904,ELECTRICAL SYSTEM
221457,STRUCTURE
130151,STEERING
80214,AIR BAGS
5614,ENGINE
241068,POWER TRAIN
176397,STEERING
180481,EXTERIOR LIGHTING
261127,AIR BAGS
22631,EXTERIOR LIGHTING
230393,STRUCTURE
185559,POWER TRAIN
252656,POWER TRAIN
28448,SERVICE BRAKES
142096,ENGINE
2953,SERVICE BRAKES
37765,ELECTRICAL SYSTEM
207557,SUSPENSION
207435,ENGINE
131574,POWER TRAIN
7944,ENGINE
61244,STEERING
48832,ENGINE AND ENGINE COOLING
181464,ENGINE
154783,ELECTRICAL SYSTEM
238839,ENGINE
48360,ELECTRICAL SYSTEM
131679,ENGINE AND ENGINE COOLING
190179,STEERING
59533,VEHICLE SPEED CONTROL
273468,ELECTRICAL SYSTEM
297987,POWER TRAIN
251344,BACK OVER PREVENTION
55230,STRUCTURE
84477,VISIBILITY
55487,ELECTRICAL SYSTEM
202357,AIR BAGS
299336,FUEL SYSTEM
4602,ENGINE
289546,ENGINE
139624,LATCHES/LOCKS/LINKAGES
157217,ENGINE
139317,WHEELS
51473,TIRES
18338,VEHICLE SPEED CONTROL
177523,ENGINE
143325,EQUIPMENT
291367,ENGINE AND ENGINE COOLING
203357,STEERING
169929,ELECTRICAL SYSTEM
166865,EXTERIOR LIGHTING
55860,POWER TRAIN
190983,POWER TRAIN
3734,STEERING
68962,EXTERIOR LIGHTING
186995,POWER TRAIN
292213,VISIBILITY
14872,FORWARD COLLISION AVOIDANCE
47441,ENGINE
104604,ENGINE AND ENGINE COOLING
265426,ELECTRICAL SYSTEM
131259,ENGINE
229580,SERVICE BRAKES
47109,POWER TRAIN
270340,POWER TRAIN
124810,EQUIPMENT
82156,ELECTRICAL SYSTEM
58543,STEERING
252843,VISIBILITY
193674,SERVICE BRAKES
144900,SERVICE BRAKES
244719,ELECTRICAL SYSTEM
163676,SERVICE BRAKES
267044,FORWARD COLLISION AVOIDANCE
215962,ELECTRICAL SYSTEM
182246,POWER TRAIN
220453,ENGINE
131782,STRUCTURE
157524,ENGINE
201229,ENGINE
65943,VEHICLE SPEED CONTROL
221821,STRUCTURE
17135,STEERING
29097,POWER TRAIN
47218,VISIBILITY
31303,FUEL SYSTEM
296582,SERVICE BRAKES
16091,POWER TRAIN
296715,FUEL/PROPULSION SYSTEM
155465,POWER TRAIN
175221,ENGINE AND ENGINE COOLING
278658,SERVICE BRAKES
160362,ENGINE
231353,VISIBILITY/WIPER
11540,ELECTRICAL SYSTEM
266155,POWER TRAIN
204604,ELECTRICAL SYSTEM
295997,FUEL SYSTEM
50045,ELECTRICAL SYSTEM
202408,EXTERIOR LIGHTING
65670,STEERING
175031,STRUCTURE
181681,ENGINE
141954,ENGINE
246462,FUEL/PROPULSION SYSTEM
105074,SEATS
231079,FORWARD COLLISION AVOIDANCE
176286,EXTERIOR LIGHTING
200106,VEHICLE SPEED CONTROL
18896,ENGINE
91533,ENGINE
153261,VEHICLE SPEED CONTROL
48287,STEERING
56951,ENGINE
97648,SERVICE BRAKES
234916,FUEL/PROPULSION SYSTEM
49781,STRUCTURE
218518,ENGINE
186584,TIRES
172787,SUSPENSION
107889,FUEL SYSTEM
293821,VEHICLE SPEED CONTROL
74691,ENGINE
118941,VISIBILITY
198890,ELECTRICAL SYSTEM
298149,POWER TRAIN
79547,STRUCTURE
139288,ENGINE
120537,ENGINE
15570,STRUCTURE
78545,VEHICLE SPEED CONTROL
75409,STEERING
192561,ENGINE
223743,VISIBILITY
170048,ENGINE
113423,STRUCTURE
56465,AIR BAGS
227254,ELECTRICAL SYSTEM
195315,POWER TRAIN
87875,STEERING
213273,ENGINE
139020,POWER TRAIN
157690,ENGINE
153001,EQUIPMENT
204119,VEHICLE SPEED CONTROL
39400,EQUIPMENT
236828,STEERING
264051,ELECTRICAL SYSTEM
205833,POWER TRAIN
125892,AIR BAGS
275326,POWER TRAIN
56058,SUSPENSION
245142,ENGINE
275586,SERVICE BRAKES
86350,SERVICE BRAKES
4593,ENGINE
194709,ENGINE
185504,VISIBILITY
32446,ELECTRICAL SYSTEM
250359,ENGINE
234626,FORWARD COLLISION AVOIDANCE
256261,SERVICE BRAKES
298151,ELECTRICAL SYSTEM
294979,ENGINE
210876,SUSPENSION
155054,ENGINE
194762,SERVICE BRAKES
260424,ELECTRICAL SYSTEM
192833,POWER TRAIN
282962,EQUIPMENT
291166,STRUCTURE
175836,SERVICE BRAKES
293875,POWER TRAIN
249893,ENGINE
220581,FUEL SYSTEM
222441,FORWARD COLLISION AVOIDANCE
263443,FUEL/PROPULSION SYSTEM
219918,ENGINE
231718,VISIBILITY/WIPER
250670,ENGINE
256140,ENGINE
249208,ENGINE
202072,AIR BAGS
217477,FUEL/PROPULSION SYSTEM
129272,STEERING
217976,ENGINE
120292,BACK OVER PREVENTION
214176,POWER TRAIN
193156,VISIBILITY
213791,ELECTRICAL SYSTEM
231788,VEHICLE SPEED CONTROL
232865,ENGINE
1905,POWER TRAIN
234901,ENGINE
240619,WHEELS
188448,SERVICE BRAKES
4553,STEERING
269676,ELECTRICAL SYSTEM
265486,SERVICE BRAKES
249762,STRUCTURE
84028,ENGINE
121229,VEHICLE SPEED CONTROL
159614,ENGINE
235759,LATCHES/LOCKS/LINKAGES
56152,SUSPENSION
3141,STEERING
213996,FUEL SYSTEM
195502,FUEL/PROPULSION SYSTEM
100060,POWER TRAIN
68958,ELECTRICAL SYSTEM
122920,POWER TRAIN
266617,POWER TRAIN
87769,ENGINE
23168,ELECTRICAL SYSTEM
115911,ELECTRICAL SYSTEM
53954,FUEL/PROPULSION SYSTEM
60025,FUEL/PROPULSION SYSTEM
160465,POWER TRAIN
72541,ENGINE AND ENGINE COOLING
258501,STEERING
130388,STEERING
104501,ENGINE
273851,ENGINE
133874,VISIBILITY
295215,SERVICE BRAKES
6862,ENGINE
66587,FUEL/PROPULSION SYSTEM
159624,ENGINE
289243,ELECTRICAL SYSTEM
138312,ELECTRICAL SYSTEM
163053,ENGINE AND ENGINE COOLING
194541,ENGINE
189592,AIR BAGS
49113,EXTERIOR LIGHTING
240142,POWER TRAIN
203474,ENGINE
57835,SERVICE BRAKES
242160,ENGINE
246170,ELECTRICAL SYSTEM
105181,ELECTRICAL SYSTEM
260148,POWER TRAIN
167520,POWER TRAIN
62041,TIRES
253525,SERVICE BRAKES
267145,ENGINE
196726,ENGINE
69281,SERVICE BRAKES
218424,LATCHES/LOCKS/LINKAGES
299811,ENGINE
189147,STEERING
293595,EXTERIOR LIGHTING
149379,LATCHES/LOCKS/LINKAGES
88033,POWER TRAIN
11556,POWER TRAIN
206617,SERVICE BRAKES
295402,STEERING
188309,ENGINE
88292,SERVICE BRAKES
27687,VISIBILITY/WIPER
153406,ENGINE
262578,POWER TRAIN
128850,STEERING
277067,FORWARD COLLISION AVOIDANCE
221779,POWER TRAIN
265472,STEERING
78410,ELECTRICAL SYSTEM
63717,ENGINE
29457,POWER TRAIN
282635,POWER TRAIN
109523,SERVICE BRAKES
168646,ENGINE
129762,VISIBILITY
219659,ENGINE
167396,ELECTRICAL SYSTEM
51203,ELECTRICAL SYSTEM
67930,POWER TRAIN
219685,SERVICE BRAKES
278864,SERVICE BRAKES
235501,SERVICE BRAKES
246972,SERVICE BRAKES
191051,STRUCTURE
186021,FUEL SYSTEM
12353,STEERING
115227,SERVICE BRAKES
210581,STEERING
254114,ELECTRICAL SYSTEM
255352,ENGINE
168350,STRUCTURE
27358,ENGINE
130939,EXTERIOR LIGHTING
219631,VISIBILITY
187826,TIRES
146700,ENGINE
215278,POWER TRAIN
81576,VISIBILITY/WIPER
256567,POWER TRAIN
267815,ENGINE
26857,ENGINE
75481,EQUIPMENT
79494,VISIBILITY
16239,POWER TRAIN
182137,VISIBILITY
98508,POWER TRAIN
227726,SERVICE BRAKES
115918,ENGINE AND ENGINE COOLING
52391,SERVICE BRAKES
169145,STRUCTURE
97574,ENGINE
103634,STEERING
76290,POWER TRAIN
270023,ENGINE
41613,BACK OVER PREVENTION
162971,ELECTRICAL SYSTEM
135579,STRUCTURE
47913,ENGINE
179686,EXTERIOR LIGHTING
119836,POWER TRAIN
247743,SERVICE BRAKES
159818,ELECTRICAL SYSTEM
232156,ENGINE
22450,TIRES
239247,ELECTRICAL SYSTEM
216929,ENGINE
79114,AIR BAGS
241142,ENGINE
241169,ELECTRICAL SYSTEM
250569,VISIBILITY/WIPER
230477,POWER TRAIN
179661,ENGINE
84858,STRUCTURE
179453,ENGINE
214794,SERVICE BRAKES
278905,LATCHES/LOCKS/LINKAGES
279342,SERVICE BRAKES
136260,ELECTRICAL SYSTEM
109280,EQUIPMENT
117580,ELECTRICAL SYSTEM
2780,SERVICE BRAKES
299368,STEERING
199780,ENGINE
54497,VISIBILITY/WIPER
295174,POWER TRAIN
63447,VEHICLE SPEED CONTROL
89620,POWER TRAIN
56196,ELECTRICAL SYSTEM
167992,ENGINE AND ENGINE COOLING
132438,POWER TRAIN
103094,ENGINE
256139,ENGINE
161900,ELECTRICAL SYSTEM
199620,ENGINE
144806,VISIBILITY
3023,LATCHES/LOCKS/LINKAGES
71608,ELECTRICAL SYSTEM
170186,LATCHES/LOCKS/LINKAGES
29941,SERVICE BRAKES
213235,VEHICLE SPEED CONTROL
251367,FUEL/PROPULSION SYSTEM
129847,ENGINE
25443,ELECTRICAL SYSTEM
251328,ENGINE
241228,POWER TRAIN
37344,VEHICLE SPEED CONTROL
71606,ENGINE
72276,ENGINE
291049,POWER TRAIN
144480,ENGINE
264417,AIR BAGS
126553,ELECTRICAL SYSTEM
231782,SERVICE BRAKES
194892,ENGINE
173478,STEERING
158397,VEHICLE SPEED CONTROL
35760,STRUCTURE
204817,SERVICE BRAKES
206310,ELECTRICAL SYSTEM
70389,ELECTRICAL SYSTEM
196398,VEHICLE SPEED CONTROL
97432,FORWARD COLLISION AVOIDANCE
128989,ELECTRICAL SYSTEM
33180,POWER TRAIN
144080,STEERING
179646,FORWARD COLLISION AVOIDANCE
162436,POWER TRAIN
7393,STEERING
22500,POWER TRAIN
55382,VEHICLE SPEED CONTROL
241103,POWER TRAIN
75691,VISIBILITY
1975,ELECTRICAL SYSTEM
168547,VISIBILITY
145747,VISIBILITY
210286,AIR BAGS
186410,ENGINE
168258,AIR BAGS
52807,STRUCTURE
